Order Id,Customer Id,order date (DateOrders),Order Status,Order Region,Order State
53574,6149,2/21/2017 1:00,PROCESSING,Central America,Atlántida
399,1473,1/6/2015 19:26,PROCESSING,Central America,Veracruz
51050,1840,1/15/2017 4:44,ON_HOLD,Central Africa,Bié
45680,6757,10/28/2016 19:23,ON_HOLD,North Africa,Jartum
42992,3972,9/19/2016 13:39,ON_HOLD,East Africa,Gobolka Woqooyi Galbeed
41304,9316,8/25/2016 22:16,ON_HOLD,North Africa,Garb-Chrarda-Beni Hsen
44253,11213,10/7/2016 23:26,ON_HOLD,West Africa,Lagunes
46098,3474,11/3/2016 21:49,ON_HOLD,North Africa,Ash Sharqiyah
71077,14630,11/3/2017 13:05,COMPLETE,Southern Europe,Umbría
69703,13256,10/14/2017 11:42,COMPLETE,Western Europe,Bavaria
71112,14665,11/4/2017 1:21,COMPLETE,Western Europe,Alsacia-Champaña-Ardenas-Lorena
69810,13363,10/16/2017 1:12,COMPLETE,Western Europe,Sajonia-Anhalt
71092,14645,11/3/2017 18:20,COMPLETE,Western Europe,Bremen
69610,13163,10/13/2017 3:08,COMPLETE,Southern Europe,Campania
71000,14553,11/2/2017 10:06,COMPLETE,Western Europe,Renania del Norte-Westfalia
70734,14287,10/29/2017 12:55,COMPLETE,Northern Europe,Inglaterra
69626,13179,10/13/2017 8:44,COMPLETE,Western Europe,Isla de Francia
69482,13035,10/11/2017 6:17,COMPLETE,Western Europe,Renania del Norte-Westfalia
70769,14322,10/30/2017 1:10,COMPLETE,Northern Europe,Inglaterra
69643,13196,10/13/2017 14:41,COMPLETE,Southern Europe,Sicilia
71051,14604,11/3/2017 3:58,COMPLETE,Northern Europe,Inglaterra
69408,12961,10/10/2017 4:21,COMPLETE,Southern Europe,Sicilia
71123,14676,11/4/2017 5:12,COMPLETE,Southern Europe,Madrid
70534,14087,10/26/2017 14:51,COMPLETE,Western Europe,Alsacia-Champaña-Ardenas-Lorena
69641,13194,10/13/2017 13:59,COMPLETE,Southern Europe,Cataluña
70960,14513,11/1/2017 20:05,COMPLETE,Western Europe,Norte-Paso de Calais-Picardía
69908,13461,10/17/2017 11:32,COMPLETE,Northern Europe,Inglaterra
70957,14510,11/1/2017 19:02,COMPLETE,Western Europe,Isla de Francia
69637,13190,10/13/2017 12:35,COMPLETE,Western Europe,Aquitania-Lemosín-Poitou-Charentes
70955,14508,11/1/2017 18:20,COMPLETE,Northern Europe,Escocia
70919,14472,11/1/2017 5:44,COMPLETE,Southern Europe,Campania
71009,14562,11/2/2017 13:15,COMPLETE,Western Europe,Baja Sajonia
69653,13206,10/13/2017 18:11,COMPLETE,Northern Europe,Inglaterra
69527,13080,10/11/2017 22:03,COMPLETE,Southern Europe,Sicilia
71080,14633,11/3/2017 14:08,COMPLETE,Western Europe,Baja Sajonia
70544,14097,10/26/2017 18:21,COMPLETE,Northern Europe,Inglaterra
69471,13024,10/11/2017 2:26,COMPLETE,Northern Europe,Escocia
68879,778,10/2/2017 11:01,COMPLETE,Western Europe,Isla de Francia
67214,7146,9/8/2017 3:42,COMPLETE,Southern Europe,País Vasco
17810,6365,9/17/2015 23:17,COMPLETE,Northern Europe,Estocolmo
18793,8422,10/2/2015 7:40,COMPLETE,Northern Europe,Inglaterra
65109,8524,8/8/2017 10:13,COMPLETE,Western Europe,Baja Sajonia
15673,3784,8/17/2015 18:35,COMPLETE,Northern Europe,Inglaterra
18183,10519,9/23/2015 9:57,COMPLETE,Western Europe,Holanda Septentrional
20234,7132,10/23/2015 8:31,COMPLETE,Western Europe,Viena
13139,3709,7/11/2015 18:49,COMPLETE,Western Europe,Viena
33824,1509,5/8/2016 17:42,SUSPECTED_FRAUD,US Center ,Texas
31364,1636,4/2/2016 19:51,SUSPECTED_FRAUD,West of USA ,Arizona
40495,2784,8/14/2016 2:51,SUSPECTED_FRAUD,West of USA ,California
34506,9174,5/18/2016 16:38,SUSPECTED_FRAUD,West of USA ,California
33607,122,5/5/2016 13:40,SUSPECTED_FRAUD,West of USA ,Arizona
32617,3800,4/21/2016 2:50,SUSPECTED_FRAUD,East of USA,Ohio
37496,10029,7/1/2016 8:10,SUSPECTED_FRAUD,US Center ,Indiana
49075,2805,12/17/2016 8:48,SUSPECTED_FRAUD,Canada,Ontario
41623,12253,8/30/2016 14:02,SUSPECTED_FRAUD,Canada,Ontario
39271,3528,7/27/2016 6:01,SUSPECTED_FRAUD,East of USA,Pensilvania
38598,11018,7/17/2016 10:14,SUSPECTED_FRAUD,US Center ,Illinois
37845,3222,7/6/2016 10:26,SUSPECTED_FRAUD,US Center ,Illinois
42331,6246,9/9/2016 22:05,CANCELED,East Africa,Analamanga
41345,8741,8/26/2016 12:38,CANCELED,North Africa,Alger
51168,8050,1/16/2017 22:04,CANCELED,West Africa,Montserrado
43599,5474,9/28/2016 10:19,CANCELED,North Africa,Jartum
41901,474,9/3/2016 15:26,CANCELED,West Africa,Fromager
42751,12255,9/16/2016 1:13,PENDING,East Africa,Meridional
45088,10288,10/20/2016 3:59,PENDING,North Africa,Fez-Bulmán
50489,4717,1/7/2017 0:11,PENDING,North Africa,El Cairo
44409,4799,10/10/2016 6:06,PENDING,West Africa,Dakar
42101,4533,9/6/2016 13:30,PENDING,North Africa,Al Bahr al Ahmar
50424,12383,1/6/2017 1:25,PENDING,North Africa,Garb-Chrarda-Beni Hsen
49825,3518,12/28/2016 7:33,PENDING,West Africa,Lagunes
41294,4674,8/25/2016 18:46,PENDING,North Africa,Al Bahr al Ahmar
42023,8519,9/5/2016 10:10,PENDING,West Africa,Niamey
47774,5302,11/28/2016 9:00,PENDING,North Africa,Rabat-Salé-Zemur-Zaer
41827,3594,9/2/2016 13:30,PENDING,Southern Africa,Gauteng
47193,9890,11/19/2016 21:27,PENDING,North Africa,Marrakech-Tensift-Al Hauz
42626,1410,9/14/2016 5:26,PENDING,North Africa,Mar Rojo
46199,7521,11/5/2016 9:13,PENDING,West Africa,Lagos
48468,2106,12/8/2016 12:08,PENDING,West Africa,Lagos
51009,8144,1/14/2017 14:22,PROCESSING,East Africa,Zambezia
46229,5643,11/5/2016 19:43,PROCESSING,Southern Africa,Cabo Oriental
42882,2041,9/17/2016 23:07,PROCESSING,East Africa,Shinyanga
46827,7537,11/14/2016 13:14,PROCESSING,East Africa,Jubbada Hoose
48684,3056,12/11/2016 15:49,PROCESSING,East Africa,Meridional
46416,7967,11/8/2016 13:14,PROCESSING,North Africa,El Cairo
47343,1758,11/22/2016 2:00,PROCESSING,Southern Africa,KwaZulu-Natal
41686,7884,8/31/2016 12:06,COMPLETE,West Asia,Estambul
41896,289,9/3/2016 13:41,COMPLETE,West Asia,Jerusalén
28168,10081,2/16/2016 4:09,COMPLETE,Oceania,Queensland
24992,1169,12/31/2015 19:27,COMPLETE,Oceania,Nueva Gales del Sur
30851,1182,3/26/2016 8:07,COMPLETE,Oceania,Wellington
25074,717,1/2/2016 0:11,COMPLETE,Oceania,Victoria
76870,20423,1/27/2018 2:38,COMPLETE,Oceania,Queensland
25163,5801,1/3/2016 7:22,COMPLETE,South Asia,Daca
28036,702,2/14/2016 5:54,COMPLETE,South Asia,Uttar Pradesh
22679,6951,11/28/2015 1:06,COMPLETE,Southeast Asia,Bangkok
23610,6780,12/11/2015 15:17,COMPLETE,Southeast Asia,Bangkok
42828,6422,9/17/2016 4:12,COMPLETE,West Asia,Bagdad
48713,5384,12/12/2016 1:59,COMPLETE,West Asia,Adana
45668,2985,10/28/2016 15:11,COMPLETE,West Asia,Riad
74796,18349,12/27/2017 20:01,COMPLETE,Eastern Asia,Guangdong
27918,11286,2/12/2016 12:34,COMPLETE,Eastern Asia,Tianjin
30097,489,3/15/2016 7:58,COMPLETE,Oceania,Australia Occidental
30966,4510,3/28/2016 0:25,COMPLETE,Oceania,Otago
30063,9626,3/14/2016 20:03,COMPLETE,Oceania,Victoria
22019,9494,11/18/2015 9:53,COMPLETE,South Asia,Maharashtra
24230,1718,12/20/2015 16:29,COMPLETE,Southeast Asia,Capital Nacional
42353,5295,9/10/2016 5:47,COMPLETE,West Asia,Mersin
42134,3984,9/7/2016 1:04,COMPLETE,Central Asia,Karagandá
21522,5270,11/11/2015 3:45,COMPLETE,Eastern Asia,Shandong
23767,10966,12/13/2015 22:17,COMPLETE,Eastern Asia,Jiangsu
25433,1868,1/7/2016 5:57,COMPLETE,Eastern Asia,Liaoning
73893,17446,12/14/2017 15:39,COMPLETE,Eastern Asia,Hunan
30085,10071,3/15/2016 3:45,COMPLETE,Oceania,Queensland
30172,1271,3/16/2016 10:14,COMPLETE,Oceania,Victoria
27478,11930,2/6/2016 2:25,COMPLETE,Oceania,Victoria
76976,20529,1/28/2018 15:46,COMPLETE,Oceania,Australia del Sur
24063,8358,12/18/2015 5:59,COMPLETE,South Asia,Rajastán
51209,7705,1/17/2017 12:26,COMPLETE,South Asia,Kerman
73839,17392,12/13/2017 20:44,COMPLETE,South Asia,Guyarat
74723,18276,12/26/2017 18:26,COMPLETE,Southeast Asia,Java Central
26821,7795,1/27/2016 12:14,COMPLETE,Southeast Asia,Java Occidental
77102,20655,1/30/2018 11:54,COMPLETE,Southeast Asia,Rangún
41608,2454,8/30/2016 8:47,COMPLETE,West Asia,Kütahya
47009,150,11/17/2016 4:59,COMPLETE,West Asia,Bagdad
49916,10671,12/29/2016 15:26,COMPLETE,Central Asia,Namangán
29746,11924,3/10/2016 4:59,COMPLETE,Eastern Asia,Hubei
72533,16086,11/24/2017 19:11,COMPLETE,Eastern Asia,Heilongjiang
48608,4398,12/10/2016 13:11,COMPLETE,West Africa,Mono
45506,5687,10/26/2016 6:25,COMPLETE,West Africa,Akwa Ibom
45027,8534,10/19/2016 6:36,COMPLETE,West Africa,Delta
46308,3372,11/6/2016 23:24,COMPLETE,Central Africa,Bandundu
43685,10927,9/29/2016 16:27,COMPLETE,West Africa,Lagos
41893,3597,9/3/2016 12:38,COMPLETE,Central Africa,Ouest
46339,2052,11/7/2016 10:15,COMPLETE,Central Africa,Luanda
46667,4399,11/12/2016 5:10,COMPLETE,West Africa,Borno
47647,185,11/26/2016 12:30,COMPLETE,East Africa,Nairobi
48565,3441,12/9/2016 22:07,COMPLETE,East Africa,Copperbelt
43889,11947,10/2/2016 15:55,COMPLETE,West Africa,Lagos
45138,1555,10/20/2016 21:30,COMPLETE,Central Africa,Littoral
44160,9399,10/6/2016 14:51,COMPLETE,Central Africa,Kasai Oriental
49214,2792,12/19/2016 9:30,COMPLETE,West Africa,Marítima
41825,10118,9/2/2016 12:48,COMPLETE,Southern Africa,Gauteng
44504,8544,10/11/2016 15:22,COMPLETE,West Africa,Dakar
44496,4296,10/11/2016 12:34,COMPLETE,East Africa,Boeny
45559,4391,10/27/2016 0:59,COMPLETE,West Africa,Marítima
44074,2882,10/5/2016 8:44,COMPLETE,West Africa,Kano
49857,3283,12/28/2016 18:46,COMPLETE,North Africa,Annaba
41786,397,9/1/2016 23:08,COMPLETE,North Africa,Gran Casablanca
48042,4104,12/2/2016 6:54,ON_HOLD,West Africa,Littoral
44301,12214,10/8/2016 16:15,ON_HOLD,North Africa,Jartum
41591,10699,8/30/2016 2:49,ON_HOLD,East Africa,Dar es Salaam
44981,2091,10/18/2016 14:29,ON_HOLD,North Africa,El Cairo
41545,10474,8/29/2016 10:42,ON_HOLD,Southern Africa,Cabo Occidental
49910,7504,12/29/2016 13:20,ON_HOLD,Southern Africa,Cabo Occidental
19590,7518,10/13/2015 22:53,COMPLETE,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos
43650,1738,9/29/2016 4:11,COMPLETE,Eastern Europe,Khmelnytskyi
15202,1622,8/10/2015 21:35,COMPLETE,Western Europe,Bretaña
15462,1325,8/14/2015 16:40,COMPLETE,Southern Europe,Madrid
15155,5505,8/10/2015 5:07,COMPLETE,Western Europe,Isla de Francia
64451,4210,7/29/2017 19:42,COMPLETE,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos
67028,11229,9/5/2017 10:32,COMPLETE,Western Europe,Centro-Valle de Loira
62336,9385,6/28/2017 22:43,COMPLETE,Western Europe,Isla de Francia
11334,900,6/15/2015 10:27,COMPLETE,Western Europe,Renania del Norte-Westfalia
62885,6217,7/6/2017 23:03,COMPLETE,Southern Europe,Véneto
66998,9466,9/5/2017 0:02,COMPLETE,Southern Europe,Marche
47002,4596,11/17/2016 2:32,COMPLETE,Eastern Europe,Pomerania
63445,5206,7/15/2017 3:15,COMPLETE,Southern Europe,Castilla-La Mancha
67566,2823,9/13/2017 7:01,COMPLETE,Western Europe,Isla de Francia
18884,10408,10/3/2015 15:33,COMPLETE,Western Europe,Provenza-Alpes-Costa Azul
18845,11011,10/3/2015 1:53,COMPLETE,Southern Europe,Lisboa
66854,40,9/2/2017 21:35,COMPLETE,Northern Europe,Inglaterra
46955,11636,11/16/2016 10:04,COMPLETE,Eastern Europe,Satu Mare
55002,7454,3/13/2017 21:18,PROCESSING,Central America,Jalisco
60445,5138,6/1/2017 8:13,PROCESSING,South America,Norte de Santander
53586,8696,2/21/2017 5:12,PROCESSING,Central America,Zacatecas
56618,2329,4/6/2017 11:27,PROCESSING,Central America,Chihuahua
51865,12431,1/27/2017 2:16,PROCESSING,South America,Distrito Federal
2937,10860,2/12/2015 20:36,PROCESSING,South America,Pará
54446,12094,3/5/2017 18:30,PROCESSING,South America,Santa Catarina
58623,5088,5/5/2017 17:53,PROCESSING,Central America,Nuevo León
7411,2200,4/19/2015 4:03,PROCESSING,South America,Huila
5348,10966,3/20/2015 1:17,PROCESSING,Central America,Puebla
59742,3997,5/22/2017 1:56,PROCESSING,Caribbean,Santo Domingo
59498,8746,5/18/2017 12:26,PROCESSING,Central America,Querétaro
3459,3687,2/20/2015 11:29,PROCESSING,Caribbean,Chaguanas
8470,9162,5/4/2015 15:04,PROCESSING,Central America,Chimaltenango
53455,8993,2/19/2017 7:19,PROCESSING,South America,Minas Gerais
2014,5875,1/30/2015 9:14,PROCESSING,Central America,Jalisco
55899,2502,3/26/2017 23:33,PROCESSING,Central America,Panamá
52582,9563,2/6/2017 13:27,PROCESSING,Central America,Sonora
56222,7259,3/31/2017 16:43,PROCESSING,Central America,México
57829,3131,4/24/2017 3:43,PROCESSING,South America,Santa Catarina
56217,4140,3/31/2017 14:58,PROCESSING,Central America,Francisco Morazán
5893,4539,3/28/2015 0:13,PROCESSING,Central America,Guatemala
5528,6071,3/22/2015 16:21,PROCESSING,Central America,Atlántida
367,8730,1/6/2015 8:13,PROCESSING,South America,Monagas
52353,9634,2/3/2017 5:14,PROCESSING,South America,Amazonas
1784,8010,1/27/2015 0:39,PROCESSING,South America,São Paulo
60317,3484,5/30/2017 11:22,PROCESSING,Caribbean,Santiago de Cuba
6776,7307,4/9/2015 21:35,PROCESSING,Central America,Puebla
4487,1975,3/7/2015 11:38,PROCESSING,Central America,Guatemala
9681,629,5/22/2015 7:20,PROCESSING,Central America,Huehuetenango
60868,11753,6/7/2017 12:25,PROCESSING,Central America,Guatemala
53231,5375,2/16/2017 0:50,PROCESSING,Central America,San Salvador
52601,1695,2/6/2017 20:07,PROCESSING,South America,São Paulo
4660,9884,3/10/2015 0:15,PROCESSING,South America,Santa Fe
3539,8498,2/21/2015 15:31,PROCESSING,South America,Paraná
54488,7534,3/6/2017 9:13,PROCESSING,South America,São Paulo
52549,123,2/6/2017 1:54,PROCESSING,Central America,Morelos
60361,8498,5/31/2017 2:47,PROCESSING,Central America,Guatemala
5712,8925,3/25/2015 8:49,PROCESSING,South America,Goiás
9309,5981,5/16/2015 21:00,PROCESSING,South America,Minas Gerais
8095,7347,4/29/2015 3:41,PROCESSING,South America,Bogotá
75892,19445,1/12/2018 19:59,PROCESSING,South Asia,Chhattisgarh
75891,19444,1/12/2018 19:38,COMPLETE,Eastern Asia,Shandong
75890,19443,1/12/2018 19:17,COMPLETE,Eastern Asia,Shandong
75889,19442,1/12/2018 18:56,COMPLETE,South Asia,Herat
75888,19441,1/12/2018 18:35,PENDING_PAYMENT,South Asia,Herat
75887,19440,1/12/2018 18:14,COMPLETE,South Asia,Herat
75886,19439,1/12/2018 17:53,CANCELED,Oceania,Nueva Gales del Sur
75885,19438,1/12/2018 17:32,PENDING_PAYMENT,Southeast Asia,Java Occidental
75884,19437,1/12/2018 17:11,PENDING,Oceania,Nueva Gales del Sur
75883,19436,1/12/2018 16:50,COMPLETE,Eastern Asia,Shaanxi
75882,19435,1/12/2018 16:29,PENDING,Eastern Asia,Shaanxi
75881,19434,1/12/2018 16:08,COMPLETE,Eastern Asia,Shaanxi
75880,19433,1/12/2018 15:47,COMPLETE,Eastern Asia,Shaanxi
75879,19432,1/12/2018 15:26,PROCESSING,South Asia,Madhya Pradesh
75878,19431,1/12/2018 15:05,COMPLETE,South Asia,Madhya Pradesh
75877,19430,1/12/2018 14:44,PROCESSING,Southeast Asia,Kalimantan Oriental
75876,19429,1/12/2018 14:23,PENDING,Southeast Asia,Kalimantan Oriental
75875,19428,1/12/2018 14:02,PENDING_PAYMENT,Southeast Asia,Kalimantan Oriental
75874,19427,1/12/2018 13:41,PENDING_PAYMENT,Southeast Asia,Kalimantan Oriental
75873,19426,1/12/2018 13:20,PROCESSING,South Asia,Maharashtra
75872,19425,1/12/2018 12:59,PENDING,South Asia,Maharashtra
75871,19424,1/12/2018 12:38,COMPLETE,South Asia,Maharashtra
75870,19423,1/12/2018 12:17,COMPLETE,South Asia,Maharashtra
75869,19422,1/12/2018 11:56,COMPLETE,South Asia,Maharashtra
75868,19421,1/12/2018 11:35,PROCESSING,Eastern Asia,Shandong
75867,19420,1/12/2018 11:14,PENDING,Southeast Asia,Yogyakarta
75866,19419,1/12/2018 10:53,PENDING_PAYMENT,Southeast Asia,Yogyakarta
75865,19418,1/12/2018 10:32,CLOSED,Oceania,Queensland
75864,19417,1/12/2018 10:11,PENDING,Oceania,Queensland
75863,19416,1/12/2018 9:50,PENDING_PAYMENT,Oceania,Queensland
75862,19415,1/12/2018 9:29,PENDING,Oceania,Queensland
75861,19414,1/12/2018 9:08,COMPLETE,Oceania,Queensland
75860,19413,1/12/2018 8:47,COMPLETE,Oceania,Queensland
